t_index	term	df
4945	halfvolley	1
4946	halfway	4
4947	haliberton	1
4948	hall	24
4949	halliburton	8
4950	halloffam	1
4951	hallway	4
4952	halprin	24
4953	halt	23
4954	hama	12
4955	hamhand	2
4956	hamilton	8
4957	hammer	12
4958	hammerfest	1
4959	hammock	1
4960	hamper	15
4961	hampshir	6
4962	hampton	2
4963	hamstr	1
4964	hamza	7
4965	hancock	1
4966	handcarri	1
4967	handcuf	3
4968	handgun	16
4969	handi	3
4970	handicap	1
4971	handili	1
4972	handl	42
4973	handler	1
4974	handov	6
4975	handpick	5
4976	handshak	4
4977	handsom	2
4978	handson	4
4979	handwring	3
4980	handwritten	4
4981	hang	23
4982	hangar	4
4983	hankey	1
4984	hanoi	122
4985	hanov	1
4986	hantuchova	6
4987	haphazard	1
4988	happen	202
4989	happi	50
4990	happier	4
4991	happiest	3
4992	happili	1
4993	harakiri	1
4994	haraldseid	2
4995	harass	6
4996	harbor	174
4997	harborsid	3
4998	harbour	1
4999	harburi	3
5000	hard	105
5001	hardbal	1
5002	hardcourt	3
5003	hardedg	1
5004	harden	6
5005	harder	10
5006	harderlin	1
5007	hardest	16
5008	hardestfought	1
5009	hardesthit	5
5010	hardfought	1
5011	hardhit	7
5012	hardi	3
5013	hardli	15
5014	hardlin	5
5015	hardship	6
5016	hardwar	1
5017	haren	13
5018	harerb	1
5019	harin	1
5020	harjivan	3
5021	harlem	1
5022	harley	1
5023	harm	10
5024	harmless	1
5025	harold	14
5026	harp	1
5027	harper	29
5028	harpoon	1
5029	harri	6
5030	harrison	2
5031	harrow	1
5032	harsh	16
5033	harshli	3
5034	hart	5
5035	harvard	3
5036	harvest	1
5037	harvey	2
5038	hashim	1
5039	hasid	5
5040	hass	1
5041	hassl	1
5042	hast	9
5043	hasten	1
5044	hastert	6
5045	hasti	2
5046	hastili	4
5047	hatch	30
5048	hatefil	2
5049	hatim	1
5050	hatr	9
5051	haul	7
5052	haunt	8
5053	haut	2
5054	havana	3
5055	haven	17
5056	havent	35
5057	havetohav	1
5058	haviar	3
5059	havoc	3
5060	haw	6
5061	hawaii	15
5062	hawk	2
5063	hawkin	43
5064	hawknos	1
5065	hawley	2
5066	hayat	2
5067	hazard	1
5068	head	270
5069	headach	2
5070	headband	4
5071	headdress	1
5072	headi	2
5073	headlight	1
5074	headlin	27
5075	headlinenewscom	2
5076	headmast	1
5077	headphon	1
5078	headquart	63
5079	headset	1
5080	headtohead	2
5081	headtoto	2
5082	headup	1
5083	headway	1
5084	heal	16
5085	heali	1
5086	health	91
5087	healthcar	1
5088	healthfood	1
5089	healthi	9
5090	heap	12
5091	hear	117
5092	heard	109
5093	heardnb	1
5094	hears	7
5095	hearst	14
5096	heart	48
5097	heartbeat	3
5098	heartbreak	2
5099	hearten	2
5100	heartfelt	3
5101	heat	37
5102	heath	2
5103	heattrap	1
5104	heaven	2
5105	heavi	68
5106	heaviest	2
5107	heavili	32
5108	heavilyarm	1
5109	heavylift	10
5110	heavyweight	6
5111	heck	1
5112	hed	13
5113	hedg	2
5114	heed	9
5115	heel	4
5116	hefe	1
5117	hegemoni	2
5118	heidi	2
5119	height	9
5120	heighten	32
5121	heiress	6
5122	heist	4
5123	heitkamp	4
5124	held	214
5125	helena	1
5126	helicopt	31
5127	hell	16
5128	hello	6
5129	helm	1
5130	helmet	11
5131	help	499
5132	helper	2
5133	helpless	4
5134	helplessli	1
5135	helpnow	2
5136	hemispher	6
5137	henderson	4
5138	henhous	1
5139	henin	9
5140	henman	18
5141	henri	41
5142	henrieta	3
5143	herald	6
5144	heraldmail	1
5145	herb	2
5146	herbert	1
5147	herculean	1
5148	herd	5
5149	heremani	1
5150	heritag	2
5151	hermann	1
5152	hernandez	7
5153	hernando	3
5154	hero	16
5155	heroic	8
5156	heroism	1
5157	herwig	1
5158	herzegovina	1
5159	hesit	8
5160	hetal	2
5161	heuberg	1
5162	hewitt	11
5163	hezbollah	5
5164	hiatu	2
5165	hiccup	1
5166	hicham	6
5167	hichim	1
5168	hickl	2
5169	hid	3
5170	hidden	6
5171	hide	62
5172	hideout	7
5173	hien	1
5174	high	169
5175	higher	47
5176	higherlevel	1
5177	higherrank	1
5178	highest	43
5179	highestprofil	1
5180	highexplos	3
5181	highfli	1
5182	highgrad	1
5183	highhand	1
5184	highland	4
5185	highlevel	7
5186	highli	38
5187	highlight	12
5188	highmax	1
5189	highpoint	1
5190	highpow	3
5191	highprofil	6
5192	highrank	9
5193	highris	13
5194	highsecur	6
5195	highspe	27
5196	highstak	2
5197	hightech	8
5198	highthreat	3
5199	highway	22
5200	hijazi	1
5201	hike	2
5202	hill	40
5203	hillari	83
5204	hilli	6
5205	hillsboro	1
5206	hillsid	24
5207	hilton	6
5208	hinder	2
5209	hindi	1
5210	hindsight	3
5211	hindu	14
5212	hingi	170
5213	hingisrazzano	1
5214	hingissel	1
5215	hint	10
5216	hinterland	5
5217	hip	2
5218	hirashima	3
5219	hire	12
5220	hiro	5
5221	hiromi	1
5222	hisashi	2
5223	hisham	1
5224	hispan	8
5225	histor	35
5226	histori	122
5227	historian	7
5228	historymak	3
5229	hitech	1
5230	hitler	2
5231	hitter	1
5232	hiv	1
5233	hive	1
5234	hm	1
5235	hmm	1
5236	hmo	2
5237	hoan	2
5238	hobbl	2
5239	hobe	1
5240	hobnob	1
5241	hodeidah	2
5242	hoeven	2
5243	hoey	1
5244	hoffman	11
5245	holbrook	8
5246	hold	180
5247	holden	3
5248	holder	4
5249	holdov	1
5250	holdup	10
5251	holf	1
5252	holi	24
5253	holiday	36
5254	holiest	2
5255	hollow	1
5256	hollywood	5
5257	holtz	3
5258	homag	1
5259	homback	1
5260	home	545
5261	homebas	2
5262	homecom	10
5263	homegrown	3
5264	homeland	26
5265	homeless	26
5266	homemad	4
5267	homemak	2
5268	homeown	1
5269	homeport	7
5270	homestead	2
5271	hometown	16
5272	homework	1
5273	homicid	1
5274	homili	1
5275	hondura	9
5276	honduran	6
5277	honest	19
5278	honesti	5
5279	honestli	5
5280	honey	1
5281	honeycolor	1
5282	honeymoon	1
5283	hong	1
5284	honk	4
5285	honolulu	1
5286	honor	75
5287	honorif	1
5288	hoogenboom	1
5289	hook	1
5290	hooper	3
5291	hoopla	1
5292	hop	8
5293	hope	333
5294	horiuchi	2
5295	horizon	5
5296	horn	12
5297	horner	1
5298	horrend	3
5299	horribl	8
5300	horrif	6
5301	horrifi	5
5302	horror	3
5303	hors	6
5304	horsch	1
5305	horseback	3
5306	horsepow	1
5307	hosni	9
5308	hospit	157
5309	hoss	1
5310	host	26
5311	hostag	39
5312	hostagetak	2
5313	hostil	18
5314	hostnat	3
5315	hot	13
5316	hotb	2
5317	hotbutton	1
5318	hotel	106
5319	hoteol	1
5320	hothead	2
5321	hotli	9
5322	hound	2
5323	houphouetboigni	11
5324	hour	416
5325	hourbyhour	1
5326	houri	9
5327	hourli	1
5328	hourlong	3
5329	hous	652
5330	household	3
5331	housekeep	1
5332	housew	2
5333	housewif	1
5334	houston	13
5335	houstonbas	1
5336	hover	7
5337	howard	16
5338	hrbati	21
5339	httptravelstategov	1
5340	httptravelstategovtravelwarningshtml	1
5341	httptravelstategovwherehtml	1
5342	httpwwwadraorg	1
5343	httpwwwajwsorg	1
5344	httpwwwbiwcom	1
5345	httpwwwbnaibrithorg	1
5346	httpwwwbondjumpercom	1
5347	httpwwwcareorg	1
5348	httpwwwcarnahancom	4
5349	httpwwwcatholicrelieforg	1
5350	httpwwwcentcommil	2
5351	httpwwwcentcommilcomponentsnavcentpagehtm	2
5352	httpwwwchinfonavymilnavpalibnewsnewsstoriescolehtml	4
5353	httpwwwchristianchildrensfundorg	1
5354	httpwwwchurchworldserviceorg	1
5355	httpwwwcomiamidadeflusfirerescu	1
5356	httpwwwconcernusaorg	1
5357	httpwwwcrwrcorg	1
5358	httpwwwdefenselinkmil	1
5359	httpwwwdefenselinkmilnewsoctbbthtml	1
5360	httpwwwdirectrelieforg	1
5361	httpwwwdoctorswithoutbordersorg	1
5362	httpwwwdticmildpmo	2
5363	httpwwwdticmildpmopmseastatisticalreportshtm	2
5364	httpwwweucommiloperationsonwindexhtm	1
5365	httpwwwfhorg	1
5366	httpwwwfreepeltierorg	2
5367	httpwwwgbgmumcorg	1
5368	httpwwwgovstatem	5
5369	httpwwwgovstatemousbiohtm	1
5370	httpwwwhillaryorg	1
5371	httpwwwhousegovjudiciari	1
5372	httpwwwhqnavymilnatop	1
5373	httpwwwiamaworg	1
5374	httpwwwicblorg	1
5375	httpwwwincirlikafmil	1
5376	httpwwwinfousaidgov	1
5377	httpwwwirvingpdcom	9
5378	httpwwwjdcorg	1
5379	httpwwwjohnashcroftcom	3
5380	httpwwwjohnashcroftorg	1
5381	httpwwwkktvcom	1
5382	httpwwwlaziocom	1
5383	httpwwwlwrorg	1
5384	httpwwwmaporg	1
5385	httpwwwnationalcopsorg	1
5386	httpwwwnavstanorvanavymil	1
5387	httpwwwnavymil	4
5388	httpwwwngaorgsubtocngahtm	4
5389	httpwwwnleomfcom	1
5390	httpwwwnoparolepeltiercom	2
5391	httpwwwodcigovciapublicationsfactbookgeosvmhtml	4
5392	httpwwwohtno	1
5393	httpwwwohtnofleetindexhtml	1
5394	httpwwwopusaorg	1
5395	httpwwwoxfamamericaorg	1
5396	httpwwwpeacetreesvietnamorgdefaulthtm	1
5397	httpwwwredcrossorg	1
5398	httpwwwspearnavymilshipsddg	7
5399	httpwwwstategov	3
5400	httpwwwstategovwwwregionsneacountrycpyemenhtml	1
5401	httpwwwtdcjstatetxu	12
5402	httpwwwtdcjstatetxusindexhtm	1
5403	httpwwwunorgdeptsdpkomineundocsbantrtyhtm	1
5404	httpwwwusaorthembassyjtffahtm	2
5405	httpwwwusdojgov	1
5406	httpwwwuwintorg	1
5407	httpwwwworldconcernorg	1
5408	httpwwwworldrelieforg	1
5409	httpwwwworldvisionorg	1
5410	huaman	2
5411	huang	2
5412	hub	4
5413	hubbard	4
5414	hubbel	10
5415	hubbl	1
5416	huber	3
5417	hubert	5
5418	huckabe	1
5419	huddl	8
5420	hudson	3
5421	hue	1
5422	huff	2
5423	huffington	5
5424	huffman	1
5425	hug	15
5426	huge	84
5427	hugh	2
5428	hugo	1
5429	huh	3
5430	hulk	2
5431	hull	123
5432	hullryd	2
5433	human	69
5434	humanitarian	39
5435	humbl	13
5436	humbler	1
5437	humid	3
5438	humil	2
5439	humili	12
5440	humor	2
5441	humphrey	2
5442	hunch	2
5443	hung	14
5444	hungari	3
5445	hunger	5
5446	hungri	11
5447	hunt	28
5448	hunta	2
5449	hunter	20
5450	huntsvil	1
5451	hurdl	4
5452	hurl	8
5453	hurrah	1
5454	hurri	4
5455	hurrican	6
5456	hurt	40
5457	hurtado	2
5458	husarova	2
5459	husband	135
5460	hush	1
5461	huski	2
5462	hussain	5
5463	hussan	1
5464	hussein	13
5465	hussian	1
5466	hut	1
5467	hutchinson	3
5468	hutchison	6
5469	hw	3
5470	hwa	3
5471	hyderabad	3
5472	hydra	3
5473	hyena	2
5474	hygien	1
5475	hymlek	2
5476	hymn	4
5477	hype	3
5478	hyperinfl	7
5479	hypothermia	2
5480	hypothet	6
5481	hyster	2
5482	hysteria	1
5483	hz	1
5484	ian	4
5485	iant	1
5486	iberoamerican	5
5487	ibrahim	2
5488	ice	3
5489	iceberg	1
5490	icg	1
5491	icn	1
5492	icon	5
5493	ida	2
5494	idaho	3
5495	idea	50
5496	ideal	12
5497	ident	44
5498	identif	31
5499	identifi	117
5500	ideolog	11
5501	ideologu	1
5502	idyl	3
5503	ignacio	4
5504	ignit	1
5505	ignomini	4
5506	ignor	25
5507	igor	27
5508	ii	29
5509	iiera	5
5510	iii	9
5511	ili	6
5512	ilic	5
5513	ilija	1
5514	ilk	1
5515	illadvis	1
5516	illconsid	1
5517	illeg	49
5518	illegitim	7
5519	illfat	1
5520	illicit	12
5521	illinoi	5
5522	illprepar	1
5523	illumin	1
5524	illus	3
5525	illustr	9
5526	illustri	2
5527	ilya	9
5528	imag	35
5529	imagin	32
5530	imam	2
5531	imbal	1
5532	imbu	1
5533	imf	7
5534	imlegitim	1
5535	immacul	1
5536	immedi	150
5537	immens	3
5538	immers	1
5539	immigr	40
5540	immin	5
5541	immobil	2
5542	immor	1
5543	immun	2
5544	imp	1
5545	impact	33
5546	imparti	5
5547	impass	7
5548	impati	3
5549	impeach	23
5550	impecc	2
5551	imped	3
5552	impedi	1
5553	impeech	1
5554	impend	3
5555	impenetr	1
5556	imper	1
5557	impercept	1
5558	imperfect	2
5559	imperi	2
5560	imperialist	5
5561	imperson	3
5562	impetu	2
5563	impich	1
5564	implement	16
5565	impli	5
5566	implic	14
5567	implicit	2
5568	implod	1
5569	implor	2
5570	imponder	1
5571	import	199
5572	importantli	2
5573	importexport	1
5574	impos	36
5575	imposs	40
5576	impot	1
5577	impoverish	17
5578	impract	1
5579	impress	18
5580	imprimatur	1
5581	imprison	16
5582	improb	3
5583	impromptu	2
5584	improp	3
5585	improperli	1
5586	improprieti	1
5587	improv	81
5588	improvis	3
5589	impuls	2
5590	impun	4
5591	inabl	9
5592	inaccess	3
5593	inaccur	4
5594	inact	1
5595	inadequ	7
5596	inadequaci	1
5597	inadvert	1
5598	inappropri	9
5599	inaugur	52
5600	incap	2
5601	incapac	18
5602	incarcer	4
5603	incas	1
5604	incens	3
5605	incent	5
5606	incerlik	1
5607	inch	17
5608	inchon	1
5609	incid	64
5610	incident	1
5611	incirlik	5
5612	incit	7
5613	inclin	4
5614	includ	399
5615	inclus	4
5616	incom	22
5617	incompat	2
5618	incompet	1
5619	incomplet	6
5620	incomprehens	1
5621	inconceiv	2
5622	inconclus	3
5623	incorrect	2
5624	incorrectli	1
5625	incountri	1
5626	increas	49
5627	increasingli	36
5628	incred	19
5629	incredul	1
5630	incrimin	5
5631	incub	1
5632	incumb	52
5633	indecis	4
5634	indefens	1
5635	indefinit	14
5636	independ	133
5637	indepth	1
5638	index	1
5639	india	232
5640	indian	102
5641	indiana	6
5642	indianamerican	1
5643	indic	97
5644	indict	72
5645	indiffer	2
5646	indign	10
5647	indirect	1
5648	indirectli	4
5649	indiscret	1
5650	indispens	1
5651	indit	3
5652	individu	38
5653	indoamerican	2
5654	indochina	2
5655	indonesia	9
5656	indonesian	1
5657	indoor	6
5658	induc	2
5659	induct	1
5660	inducte	1
5661	indulg	1
5662	industri	33
5663	ineffect	5
5664	ineffectu	2
5665	ineffici	2
5666	inelig	1
5667	inequ	1
5668	inescap	2
5669	inevit	18
5670	inexcus	2
5671	inexpens	1
5672	inexplic	1
5673	infam	2
5674	infanc	1
5675	infant	8
5676	infect	6
5677	infest	2
5678	infight	3
5679	infiltr	14
5680	inflam	4
5681	inflamm	2
5682	inflat	21
5683	inflict	14
5684	influenc	56
5685	influencepeddl	2
5686	influenti	8
5687	influx	1
5688	inform	232
5689	infrastructur	3
5690	infuri	3
5691	ingal	3
5692	ingenu	1
5693	ingest	2
5694	inhabit	7
5695	inherit	4
5696	inhibit	2
5697	inim	1
5698	iniquit	1
5699	initi	120
5700	inject	8
5701	injur	262
5702	injuri	79
5703	injustic	2
5704	ink	1
5705	inkl	3
5706	inland	2
5707	inlay	1
5708	inmat	128
5709	inn	9
5710	innat	1
5711	inner	27
5712	innoc	36
5713	innocu	1
5714	innov	6
5715	innsbrook	2
5716	innumer	2
5717	inquir	1
5718	inquiri	41
5719	inquisit	3
5720	inquisitor	1
5721	insati	1
5722	insect	1
5723	insecur	1
5724	insepar	1
5725	insert	3
5726	insid	168
5727	insight	1
5728	insinu	1
5729	insist	106
5730	inspect	14
5731	inspector	13
5732	inspir	10
5733	inspit	1
5734	instabl	14
5735	instal	26
5736	instanc	18
5737	instant	5
5738	instantan	2
5739	instantli	15
5740	instead	81
5741	instil	1
5742	instinct	5
5743	institut	87
5744	institution	4
5745	instituto	1
5746	instruct	17
5747	instrument	16
5748	instrumentr	2
5749	insular	1
5750	insult	3
5751	insur	12
5752	insurg	20
5753	insurmount	1
5754	insurrect	3
5755	intact	6
5756	integr	9
5757	intellectu	5
5758	intellig	166
5759	intelligencegath	2
5760	intelligentia	1
5761	intend	52
5762	intens	32
5763	intensifi	15
5764	intent	38
5765	interact	2
5766	interamerican	1
5767	interced	3
5768	intercept	6
5769	intercontinent	1
5770	interdict	1
5771	interf	1
5772	interfax	9
5773	interfer	3
5774	interim	30
5775	interior	28
5776	intermediari	2
5777	intermingl	1
5778	intermitt	5
5779	intern	298
5780	internet	20
5781	internetstream	1
5782	interpret	12
5783	interraci	1
5784	interrog	24
5785	interrupt	13
5786	intersect	4
5787	interst	2
5788	intertwin	3
5789	interv	1
5790	interven	19
5791	intervent	18
5792	interview	164
5793	intifada	1
5794	intim	1
5795	intimid	7
5796	intoler	2
5797	intox	6
5798	intransit	1
5799	intric	2
5800	intricaci	1
5801	intrigu	5
5802	introduc	16
5803	introduct	2
5804	introductori	1
5805	introspect	1
5806	intrus	1
5807	intyr	4
5808	inund	2
5809	invad	2
5810	invalid	7
5811	invas	5
5812	invent	7
5813	invertedv	1
5814	invest	45
5815	investbanka	1
5816	investig	664
5817	investigat	1
5818	investor	16
5819	invigor	1
5820	invinc	2
5821	inviol	1
5822	invit	30
5823	invok	1
5824	involv	196
5825	inward	2
5826	iowa	19
5827	ipd	1
5828	ira	3
5829	iran	17
5830	irancontra	1
5831	iranian	5
5832	iranianback	2
5833	iraniraq	2
5834	iraq	60
5835	iraqi	17
5836	iraqiran	1
5837	irina	2
5838	irish	1
5839	iron	21
5840	ironfist	17
5841	ironi	1
5842	irrat	2
5843	irregular	17
5844	irrelev	2
5845	irrespons	3
5846	irrevers	4
5847	irrevoc	2
5848	irrit	1
5849	irv	47
5850	isabela	2
5851	isff	1
5852	isham	2
5853	isl	1
5854	islam	159
5855	islamabad	4
5856	islamicmilit	1
5857	islamist	1
5858	island	34
5859	islyki	1
5860	ismael	3
5861	isnt	18
5862	isol	41
5863	isolationist	1
5864	isra	75
5865	israel	118
5866	israeliegyptian	1
5867	israelipalestinian	11
5868	israelpalestinian	1
5869	issu	262
5870	issuanc	3
5871	istanbul	1
5872	itali	11
5873	italian	5
5874	itartass	5
5875	itch	2
5876	item	7
5877	itf	1
5878	ithaca	2
5879	itiner	1
5880	itinerari	4
5881	itll	2
5882	itogi	3
5883	iva	6
5884	ivan	4
5885	ivanak	1
5886	ivanov	39
5887	ivashkov	2
5888	ivo	1
5889	ivoirian	17
5890	ivoirit	2
5891	ivon	2
5892	ivori	211
5893	ivorian	61
5894	ivorianborn	3
5895	iwo	2
5896	izetbegov	2
5897	j	12
5898	ja	1
5899	jaar	14
5900	jack	21
5901	jacket	6
5902	jackhamm	2
5903	jacki	7
5904	jackson	4
5905	jacksonvil	2
5906	jacob	1
5907	jacobson	1
5908	jacqu	7
5909	jag	9
5910	jagdishthandra	1
5911	jagland	3
5912	jai	1
5913	jail	60
5914	jailbreak	1
5915	jaim	8
5916	jaisalm	1
5917	jakarta	1
5918	jake	25
5919	jalpataua	5
5920	jam	13
5921	jamal	6
5922	jambiya	1
5923	jame	64
5924	jami	4
5925	jan	49
5926	jana	1
5927	janata	3
5928	jane	9
5929	janel	1
5930	janet	17
5931	janett	2
5932	jang	2
5933	jangonibi	1
5934	janiss	3
5935	janitor	1
5936	jankov	1
5937	januari	29
5938	japan	152
5939	japanes	72
5940	jarcob	2
5941	jason	1
5942	jauntier	1
5943	javier	7
5944	jay	4
5945	jayantil	1
5946	jayn	5
5947	jayshre	3
5948	jaysukhlalani	1
5949	jazera	1
5950	jd	1
5951	jealous	1
5952	jean	75
5953	jeanbaptist	1
5954	jeann	1
5955	jeanni	2
5956	jeanpierr	2
5957	jeanren	2
5958	jeanyv	1
5959	jeb	4
5960	jeep	13
5961	jeevan	1
5962	jeff	4
5963	jefferson	29
5964	jefford	2
5965	jehangir	1
5966	jelena	8
5967	jen	6
5968	jenna	2
5969	jenni	1
5970	jennif	55
5971	jeopard	1
5972	jeopardi	2
5973	jerica	1
5974	jerk	1
5975	jerom	4
5976	jerri	15
5977	jerrold	1
5978	jerryrig	1
5979	jersey	24
5980	jerudong	1
5981	jerusalem	13
5982	jess	2
5983	jessi	2
5984	jesu	2
5985	jet	20
5986	jethwa	1
5987	jew	8
5988	jewel	1
5989	jewelri	3
5990	jewish	15
5991	jhonni	1
5992	jiang	9
5993	jiddah	2
5994	jig	1
5995	jihad	33
5996	jihadi	2
5997	jihadist	2
5998	jim	106
5999	jima	2
6000	jimen	1
6001	jimmi	10
6002	jingqian	1
6003	jiri	11
6004	jiten	2
6005	jitsukawa	1
6006	jo	11
6007	joachim	1
6008	joan	4
6009	job	143
6010	jobe	6
6011	jobless	2
6012	jobrel	1
6013	jochamowitz	2
6014	jockey	2
6015	jocular	1
6016	jodi	3
6017	joe	8
6018	joel	1
6019	joerg	1
6020	jog	1
6021	johann	1
6022	johansson	3
6023	john	204
6024	johnn	1
6025	johnni	1
6026	johnson	16
6027	join	138
6028	joint	36
6029	jointli	1
6030	joke	18
6031	jolt	8
6032	jon	17
6033	jonathan	13
6034	jone	27
6035	jong	2
6036	jordan	12
6037	jordanian	4
6038	jorg	3
6039	joschka	2
6040	jose	21
6041	joseph	45
6042	josh	2
6043	joshi	2
6044	joshua	4
6045	josip	1
6046	jospin	1
6047	jostl	2
6048	journalist	61
6049	journey	21
6050	journeyni	1
6051	joust	2
6052	jovanov	2
6053	jovic	3
6054	joy	13
6055	joyou	4
6056	joyous	1
6057	joyrid	1
6058	joytosna	3
6059	jr	28
6060	jrm	2
6061	juan	21
6062	juana	2
6063	juarez	1
6064	jubil	13
6065	judd	9
6066	judg	100
6067	judgement	1
6068	judgeship	2
6069	judgment	11
6070	judi	3
6071	judici	27
6072	judiciari	13
6073	judith	8
6074	juelusspeak	2
6075	jug	1
6076	juggler	1
6077	jugic	1
6078	jukic	3
6079	jul	2
6080	juli	69
6081	julio	5
6082	jumbl	2
6083	jump	22
6084	jumper	2
6085	jumpstart	1
6086	junction	1
6087	june	46
6088	jungl	1
6089	junior	9
6090	junk	10
6091	junta	65
6092	juntaback	6
6093	jurenovich	4
6094	jurgua	1
6095	juri	20
6096	jurisdict	2
6097	jurisprud	1
6098	jurist	2
6099	juror	6
6100	juryrig	2
6101	just	682
6102	justic	172
6103	justif	5
6104	justifi	12
6105	justin	7
6106	kafelnikov	49
6107	kaffu	1
6108	kahn	4
6109	kalamazoo	2
6110	kalashnikov	7
6111	kalemegdan	1
6112	kalmen	1
6113	kaluga	1
6114	kamarau	1
6115	kamikaz	3
6116	kamisar	1
6117	kan	3
6118	kandahar	3
6119	kansa	18
6120	kansara	1
6121	karachi	5
6122	karadich	1
6123	karadjordjev	8
6124	karadz	5
6125	karamo	1
6126	karat	1
6127	karen	1
6128	karim	1
6129	karin	2
6130	karisma	1
6131	karita	2
6132	karl	2
6133	karol	3
6134	karuth	6
6135	kashmir	2
6136	kasich	1
6137	kasra	2
6138	katarina	2
6139	kathi	1
6140	kathia	4
6141	kathleen	4
6142	kati	6
6143	katmandu	1
6144	katzenbach	1
6145	kay	5
6146	kcep	3
6147	kearney	1
6148	keedysvil	1
6149	keel	8
6150	keeler	2
6151	keen	2
6152	keenwit	1
6153	keith	11
6154	kelli	3
6155	kemba	2
6156	kemp	4
6157	ken	7
6158	kendal	3
6159	kendel	1
6160	kenedi	21
6161	kennedi	30
6162	kenneth	25
6163	kenni	1
6164	kent	5
6165	kentucki	6
6166	kenya	40
6167	kenyan	3
6168	kenzo	3
6169	kept	69
6170	kera	1
6171	kerchief	1
6172	kerrey	1
6173	kerri	3
6174	keshubhai	4
6175	ketan	4
6176	kevin	6
6177	key	85
6178	keyboard	3
6179	keyston	2
6180	kft	1
6181	kgb	6
6182	kha	7
6183	khai	1
6184	khaldei	1
6185	khale	4
6186	khalifa	3
6187	khoan	1
6188	khobar	10
6189	khou	1
6190	khoutv	1
6191	ki	1
6192	kick	14
6193	kickback	6
6194	kid	10
6195	kidnap	40
6196	kidnapp	7
6197	kidney	6
6198	kiefer	7
6199	kieli	2
6200	kielli	2
6201	kill	690
6202	killer	22
6203	kilomet	3
6204	kim	23
6205	kin	2
6206	kind	183
6207	kinda	2
6208	kinder	1
6209	king	22
6210	kingdom	3
6211	kingsvil	1
6212	kinship	1
6213	kipper	2
6214	kirk	17
6215	kirti	1
6216	kiss	8
6217	kissimme	1
6218	kit	13
6219	kitchen	11
6220	kitkat	1
6221	kitti	2
6222	kktv	6
6223	kktvtv	2
6224	klebanov	15
6225	klempson	1
6226	kline	2
6227	klink	3
6228	kmov	5
6229	kn	3
6230	knack	2
6231	knee	2
6232	kneel	3
6233	knew	67
6234	knez	1
6235	knife	6
6236	knifeedg	1
6237	knippschild	1
6238	knive	4
6239	knock	33
6240	knockout	1
6241	knot	1
6242	know	487
6243	knowingli	1
6244	knowledg	17
6245	known	183
6246	knoxvil	5
6247	kobe	1
6248	koch	1
6249	kofi	19
6250	kohl	2
6251	kohut	4
6252	kokilabehn	1
6253	koler	4
6254	koleskinov	3
6255	kolesnikov	38
6256	kollek	4
6257	kolubara	36
6258	kolubarska	1
6259	komasagua	1
6260	komers	2
6261	komsomolskaya	1
6262	konan	15
6263	kone	3
6264	kong	1
6265	konsensu	1
6266	korac	4
6267	koran	4
6268	korea	20
6269	korean	11
6270	koreanmad	1
6271	korhogo	11
6272	kornblum	1
6273	korton	1
6274	koryerov	1
6275	kosovar	3
6276	kosovo	149
6277	kosovoalbanian	5
6278	kosovor	1
6279	kosovska	1
6280	kostinitca	2
6281	kostolac	1
6282	kostrolot	1
6283	kostroma	1
6284	kostunica	534
6285	kothari	2
6286	kouassi	1
6287	kournikova	38
6288	kovac	1
6289	kovacev	4
6290	kragujevac	2
6291	kraljevo	1
6292	krall	1
6293	krasnaya	1
6294	kratochvil	2
6295	krauss	1
6296	kremlin	5
6297	krin	1
6298	krishna	1
6299	kristen	1
6300	kristi	1
6301	kristina	1
6302	krugel	2
6303	kubikov	1
6304	kucera	3
6305	kuchera	2
6306	kuerten	27
6307	kuerton	1
6308	kugel	1
6309	kuluada	1
6310	kumamoto	1
6311	kumbh	3
6312	kumsomolitz	2
6313	kuntal	3
6314	kurd	1
6315	kuroyedov	12
6316	kursk	177
6317	kursumlija	1
6318	kusatv	1
6319	kusi	1
6320	kutch	4
6321	kuwait	23
6322	kuwaiti	1
6323	kvashnin	3
6324	kyl	5
6325	kyushu	2
6326	lab	9
6327	label	8
6328	labor	27
6329	laboratori	12
6330	labori	1
6331	labu	3
6332	lac	1
6333	lace	4
6334	lacey	1
6335	lacina	1
6336	lack	49
6337	lackey	3
6338	lacki	1
6339	ladder	5
6340	laden	277
6341	ladeninspir	1
6342	ladi	35
6343	lae	1
6344	lafayett	2
6345	lag	3
6346	lahat	1
6347	lahej	9
6348	lahiri	1
6349	laid	17
6350	laidback	1
6351	laidout	1
6352	lain	2
6353	lair	2
6354	lake	6
6355	lakeina	2
6356	lakiba	2
6357	lakshmi	3
6358	lal	1
6359	lam	15
6360	lamb	1
6361	lambast	1
6362	lambent	1
6363	lambert	2
6364	lameduck	2
6365	lament	3
6366	lamont	1
6367	lamp	2
6368	lan	2
6369	lancast	1
6370	lanchin	2
6371	land	74
6372	landlord	8
6373	landmark	6
